"agency_type","call_category","address_city","incident_number","jurisdiction","problem","date_response","address_state","address_zip","day_response","month_response","year_response"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20000443","San Diego","Non-Emergency Medical Response","2020-01-01 16:40:22","CA","92108","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000444","San Diego","Emergency Medical Response","2020-01-01 16:40:00","CA","92116","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000442","San Diego","Emergency Medical Response","2020-01-01 16:38:55","CA","92108","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000441","San Diego","Emergency Medical Response","2020-01-01 16:38:37","CA","92102","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000440","San Diego","Emergency Medical Response","2020-01-01 16:32:37","CA","92114","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000439","San Diego","Emergency Medical Response","2020-01-01 16:31:16","CA","92173","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000438","San Diego","Emergency Medical Response","2020-01-01 16:24:51","CA","92113","1","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20000437","San Diego","Non-Emergency Medical Response","2020-01-01 16:23:31","CA","92154","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000435","San Diego","Emergency Medical Response","2020-01-01 16:14:35","CA","92173","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000433","San Diego","Emergency Medical Response","2020-01-01 16:13:34","CA","92117","1","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20000434","San Diego","HAZARD","2020-01-01 16:13:07","CA","92014","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000432","San Diego","Emergency Medical Response","2020-01-01 16:12:45","CA","92108","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000430","San Diego","Emergency Medical Response","2020-01-01 16:09:15","CA","92110","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000427","San Diego","Emergency Medical Response","2020-01-01 16:06:35","CA","92109","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000428","San Diego","Emergency Medical Response","2020-01-01 16:06:18","CA","92113","1","1","2020"
"Fire","FIRE","SAN DIEGO","FS20000424","San Diego","FIRE","2020-01-01 16:04:46","CA","92101","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000423","San Diego","Emergency Medical Response","2020-01-01 16:04:26","CA","92037","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000422","San Diego","Emergency Medical Response","2020-01-01 16:04:00","CA","92109","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000421","San Diego","Emergency Medical Response","2020-01-01 16:00:58","CA","92101","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000420","San Diego","Emergency Medical Response","2020-01-01 16:00:15","CA","92117","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000419","San Diego","Emergency Medical Response","2020-01-01 15:58:54","CA","92123","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000418","San Diego","Emergency Medical Response","2020-01-01 15:58:32","CA","92119","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000417","San Diego","Emergency Medical Response","2020-01-01 15:58:06","CA","92101","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000416","San Diego","Emergency Medical Response","2020-01-01 15:57:37","CA","92105","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000415","San Diego","Emergency Medical Response","2020-01-01 15:57:00","CA","92110","1","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20000411","San Diego","HAZARD","2020-01-01 15:49:04","CA","92101","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000414","San Diego","Emergency Medical Response","2020-01-01 15:46:34","CA","92115","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000407","San Diego","Emergency Medical Response","2020-01-01 15:44:31","CA","92101","1","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20000409","San Diego","HAZARD","2020-01-01 15:43:44","CA","92173","1","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20000406","San Diego","HAZARD","2020-01-01 15:42:53","CA","92173","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000404","San Diego","Emergency Medical Response","2020-01-01 15:41:28","CA","92101","1","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20000405","San Diego","Non-Emergency Medical Response","2020-01-01 15:40:03","CA","92139","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000403","San Diego","Emergency Medical Response","2020-01-01 15:38:59","CA","92037","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000402","San Diego","Emergency Medical Response","2020-01-01 15:38:34","CA","92110","1","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20000401","San Diego","Urgent Medical Response","2020-01-01 15:36:48","CA","92101","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000399","San Diego","Emergency Medical Response","2020-01-01 15:25:27","CA","92108","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000398","San Diego","Emergency Medical Response","2020-01-01 15:23:57","CA","92103","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000396","San Diego","Emergency Medical Response","2020-01-01 15:15:25","CA","92101","1","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20000397","San Diego","HAZARD","2020-01-01 15:13:59","CA","92101","1","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20000395","San Diego","Non-Emergency Medical Response","2020-01-01 15:08:27","CA","92101","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000394","San Diego","Emergency Medical Response","2020-01-01 15:06:49","CA","92113","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000393","San Diego","Emergency Medical Response","2020-01-01 15:05:29","CA","92108","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000392","San Diego","Emergency Medical Response","2020-01-01 15:02:15","CA","92101","1","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20000391","San Diego","Non-Emergency Medical Response","2020-01-01 15:01:49","CA","92113","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000390","San Diego","Emergency Medical Response","2020-01-01 14:56:13","CA","92014","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000389","San Diego","Emergency Medical Response","2020-01-01 14:55:27","CA","92113","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000388","San Diego","Emergency Medical Response","2020-01-01 14:53:06","CA","92101","1","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20000387","San Diego","Urgent Medical Response","2020-01-01 14:46:57","CA","92109","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000386","San Diego","Emergency Medical Response","2020-01-01 14:44:10","CA","92114","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000385","San Diego","Emergency Medical Response","2020-01-01 14:40:39","CA","92114","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000384","San Diego","Emergency Medical Response","2020-01-01 14:33:33","CA","92101","1","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20000383","San Diego","Urgent Medical Response","2020-01-01 14:31:25","CA","92115","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000381","San Diego","Emergency Medical Response","2020-01-01 14:28:14","CA","92104","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000380","San Diego","Emergency Medical Response","2020-01-01 14:27:40","CA","92110","1","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20000379","San Diego","HAZARD","2020-01-01 14:26:14","CA","92129","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000378","San Diego","Emergency Medical Response","2020-01-01 14:23:40","CA","92101","1","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20000377","San Diego","Urgent Medical Response","2020-01-01 14:21:14","CA","92104","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000376","San Diego","Emergency Medical Response","2020-01-01 14:18:27","CA","92114","1","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20000375","San Diego","Non-Emergency Medical Response","2020-01-01 14:12:01","CA","92121","1","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20000374","San Diego","HAZARD","2020-01-01 14:04:37","CA","92123","1","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20000373","San Diego","Non-Emergency Medical Response","2020-01-01 14:02:35","CA","92102","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000372","San Diego","Emergency Medical Response","2020-01-01 13:59:02","CA","92114","1","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20000371","San Diego","Urgent Medical Response","2020-01-01 13:57:45","CA","92101","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000369","San Diego","Emergency Medical Response","2020-01-01 13:55:41","CA","92111","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000370","San Diego","Emergency Medical Response","2020-01-01 13:55:19","CA","92101","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000368","San Diego","Emergency Medical Response","2020-01-01 13:54:35","CA","92123","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000367","San Diego","Emergency Medical Response","2020-01-01 13:51:10","CA","92128","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000366","San Diego","Emergency Medical Response","2020-01-01 13:49:23","CA","92037","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000364","San Diego","Emergency Medical Response","2020-01-01 13:48:27","CA","92037","1","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20000363","San Diego","Urgent Medical Response","2020-01-01 13:46:53","CA","92110","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000361","San Diego","Emergency Medical Response","2020-01-01 13:46:04","CA","92107","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000358","San Diego","Emergency Medical Response","2020-01-01 13:34:41","CA","92111","1","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20000359","San Diego","Non-Emergency Medical Response","2020-01-01 13:34:39","CA","92113","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000357","San Diego","Emergency Medical Response","2020-01-01 13:32:46","CA","92101","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000356","San Diego","Emergency Medical Response","2020-01-01 13:31:16","CA","92101","1","1","2020"
"Fire","FIRE","SAN DIEGO","FS20000355","San Diego","FIRE","2020-01-01 13:30:37","CA","92139","1","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20000353","San Diego","Non-Emergency Medical Response","2020-01-01 13:29:27","CA","92128","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000351","San Diego","Emergency Medical Response","2020-01-01 13:28:34","CA","92115","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000350","San Diego","Emergency Medical Response","2020-01-01 13:26:26","CA","92108","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000349","San Diego","Emergency Medical Response","2020-01-01 13:24:54","CA","92122","1","1","2020"
"Fire","FIRE","SAN DIEGO","FS20000347","San Diego","FIRE","2020-01-01 13:20:20","CA","92139","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000346","San Diego","Emergency Medical Response","2020-01-01 13:18:04","CA","92104","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000344","San Diego","Emergency Medical Response","2020-01-01 13:14:08","CA","92120","1","1","2020"
"Fire","FIRE","SAN DIEGO","FS20000343","San Diego","FIRE","2020-01-01 13:11:14","CA","92145","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000342","San Diego","Emergency Medical Response","2020-01-01 13:07:09","CA","92117","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000340","San Diego","Emergency Medical Response","2020-01-01 13:03:27","CA","92119","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000339","San Diego","Emergency Medical Response","2020-01-01 12:53:58","CA","92101","1","1","2020"
"Fire","FIRE","SAN DIEGO","FS20000338","San Diego","FIRE","2020-01-01 12:50:57","CA","92109","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000337","San Diego","Emergency Medical Response","2020-01-01 12:50:39","CA","92108","1","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20000336","San Diego","Urgent Medical Response","2020-01-01 12:46:55","CA","92114","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000335","San Diego","Emergency Medical Response","2020-01-01 12:40:45","CA","92113","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000334","San Diego","Emergency Medical Response","2020-01-01 12:33:43","CA","92117","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000332","San Diego","Emergency Medical Response","2020-01-01 12:24:05","CA","92113","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000329","San Diego","Emergency Medical Response","2020-01-01 12:22:41","CA","92173","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000330","San Diego","Emergency Medical Response","2020-01-01 12:22:26","CA","92173","1","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20000331","San Diego","Non-Emergency Medical Response","2020-01-01 12:21:43","CA","92120","1","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20000328","San Diego","Urgent Medical Response","2020-01-01 12:20:55","CA","92130","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FMDM200001","San Diego","Emergency Medical Response","2020-01-01 12:17:43","CA","92014","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000326","San Diego","Emergency Medical Response","2020-01-01 12:08:47","CA","92109","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000325","San Diego","Emergency Medical Response","2020-01-01 12:07:15","CA","92117","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000321","San Diego","Emergency Medical Response","2020-01-01 12:01:31","CA","92128","1","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20000322","San Diego","Non-Emergency Medical Response","2020-01-01 12:01:24","CA","92110","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000318","San Diego","Emergency Medical Response","2020-01-01 11:56:54","CA","92124","1","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20000317","San Diego","Non-Emergency Medical Response","2020-01-01 11:56:41","CA","92101","1","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20000316","San Diego","Non-Emergency Medical Response","2020-01-01 11:53:12","CA","92106","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000315","San Diego","Emergency Medical Response","2020-01-01 11:51:41","CA","92110","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000313","San Diego","Emergency Medical Response","2020-01-01 11:46:50","CA","92114","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000311","San Diego","Emergency Medical Response","2020-01-01 11:42:55","CA","92102","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000310","San Diego","Emergency Medical Response","2020-01-01 11:42:10","CA","92128","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000309","San Diego","Emergency Medical Response","2020-01-01 11:40:32","CA","92154","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000308","San Diego","Emergency Medical Response","2020-01-01 11:39:55","CA","92037","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000307","San Diego","Emergency Medical Response","2020-01-01 11:38:16","CA","92107","1","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20000306","San Diego","HAZARD","2020-01-01 11:36:32","CA","92173","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000302","San Diego","Emergency Medical Response","2020-01-01 11:33:38","CA","92101","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000301","San Diego","Emergency Medical Response","2020-01-01 11:31:41","CA","92123","1","1","2020"
"Fire","FIRE","SAN DIEGO","FS20000296","San Diego","FIRE","2020-01-01 11:28:57","CA","92101","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000293","San Diego","Emergency Medical Response","2020-01-01 11:24:42","CA","92113","1","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20000292","San Diego","Urgent Medical Response","2020-01-01 11:23:58","CA","92173","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000291","San Diego","Emergency Medical Response","2020-01-01 11:23:53","CA","92111","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000290","San Diego","Emergency Medical Response","2020-01-01 11:21:13","CA","92110","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000289","San Diego","Emergency Medical Response","2020-01-01 11:18:55","CA","92101","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000288","San Diego","Emergency Medical Response","2020-01-01 11:13:47","CA","92037","1","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20000294","San Diego","HAZARD","2020-01-01 11:07:57","CA","92115","1","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20000287","San Diego","Non-Emergency Medical Response","2020-01-01 11:07:18","CA","92111","1","1","2020"
"Fire","FIRE","SAN DIEGO","FS20000286","San Diego","FIRE","2020-01-01 11:05:37","CA","92103","1","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20000284","San Diego","Non-Emergency Medical Response","2020-01-01 11:04:14","CA","92102","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000282","San Diego","Emergency Medical Response","2020-01-01 11:03:35","CA","92113","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000279","San Diego","Emergency Medical Response","2020-01-01 11:01:28","CA","92108","1","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20000281","San Diego","HAZARD","2020-01-01 11:00:42","CA","92173","1","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20000278","San Diego","Urgent Medical Response","2020-01-01 11:00:07","CA","92108","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000280","San Diego","Emergency Medical Response","2020-01-01 10:58:26","CA","92123","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000276","San Diego","Emergency Medical Response","2020-01-01 10:57:24","CA","92113","1","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20000275","San Diego","Urgent Medical Response","2020-01-01 10:57:00","CA","92116","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000273","San Diego","Emergency Medical Response","2020-01-01 10:56:12","CA","92109","1","1","2020"
"Fire","RESCUE","SAN DIEGO","FS20000274","San Diego","RESCUE","2020-01-01 10:55:20","CA","92124","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000272","San Diego","Emergency Medical Response","2020-01-01 10:51:18","CA","92126","1","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20000269","San Diego","Urgent Medical Response","2020-01-01 10:48:03","CA","92103","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000271","San Diego","Emergency Medical Response","2020-01-01 10:47:59","CA","92111","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000268","San Diego","Emergency Medical Response","2020-01-01 10:46:52","CA","92128","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000267","San Diego","Emergency Medical Response","2020-01-01 10:40:58","CA","92101","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000265","San Diego","Emergency Medical Response","2020-01-01 10:39:04","CA","92122","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000264","San Diego","Emergency Medical Response","2020-01-01 10:30:30","CA","92122","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000260","San Diego","Emergency Medical Response","2020-01-01 10:27:50","CA","92101","1","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20000259","San Diego","Urgent Medical Response","2020-01-01 10:25:37","CA","92103","1","1","2020"
"Fire","FIRE","SAN DIEGO","FS20000257","San Diego","FIRE","2020-01-01 10:24:27","CA","92113","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000256","San Diego","Emergency Medical Response","2020-01-01 10:24:11","CA","92114","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000254","San Diego","Emergency Medical Response","2020-01-01 10:15:53","CA","92110","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000253","San Diego","Emergency Medical Response","2020-01-01 10:15:04","CA","92111","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000252","San Diego","Emergency Medical Response","2020-01-01 10:14:37","CA","92113","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000251","San Diego","Emergency Medical Response","2020-01-01 10:13:04","CA","92120","1","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20000250","San Diego","HAZARD","2020-01-01 10:11:15","CA","92106","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000249","San Diego","Emergency Medical Response","2020-01-01 10:09:50","CA","92113","1","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20000248","San Diego","Urgent Medical Response","2020-01-01 10:05:11","CA","92101","1","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20000246","San Diego","Non-Emergency Medical Response","2020-01-01 09:58:16","CA","92113","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000245","San Diego","Emergency Medical Response","2020-01-01 09:56:44","CA","92116","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000244","San Diego","Emergency Medical Response","2020-01-01 09:56:05","CA","92115","1","1","2020"
"Fire","RESCUE","SAN DIEGO","FS20000242","San Diego","RESCUE","2020-01-01 09:48:21","CA","92110","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000241","San Diego","Emergency Medical Response","2020-01-01 09:47:26","CA","92116","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000239","San Diego","Emergency Medical Response","2020-01-01 09:36:34","CA","92154","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000237","San Diego","Emergency Medical Response","2020-01-01 09:30:25","CA","92117","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000238","San Diego","Emergency Medical Response","2020-01-01 09:30:13","CA","92101","1","1","2020"
"Fire","FIRE","SAN DIEGO","FS20000236","San Diego","FIRE","2020-01-01 09:28:50","CA","92101","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000235","San Diego","Emergency Medical Response","2020-01-01 09:24:37","CA","92119","1","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20000234","San Diego","Urgent Medical Response","2020-01-01 09:23:44","CA","92117","1","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20000233","San Diego","Urgent Medical Response","2020-01-01 09:18:31","CA","92103","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000232","San Diego","Emergency Medical Response","2020-01-01 09:13:54","CA","92126","1","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20000231","San Diego","HAZARD","2020-01-01 09:12:11","CA","92037","1","1","2020"
"Fire","RESCUE","SAN DIEGO","FS20000230","San Diego","RESCUE","2020-01-01 09:04:01","CA","92101","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000229","San Diego","Emergency Medical Response","2020-01-01 09:03:52","CA","92154","1","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20000228","San Diego","Urgent Medical Response","2020-01-01 08:56:24","CA","92116","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000227","San Diego","Emergency Medical Response","2020-01-01 08:54:45","CA","92113","1","1","2020"
"Fire","FIRE","SAN DIEGO","FS20000225","San Diego","FIRE","2020-01-01 08:49:13","CA","92115","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000224","San Diego","Emergency Medical Response","2020-01-01 08:46:36","CA","92113","1","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20000223","San Diego","Urgent Medical Response","2020-01-01 08:42:55","CA","92173","1","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20000222","San Diego","HAZARD","2020-01-01 08:42:45","CA","92101","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000221","San Diego","Emergency Medical Response","2020-01-01 08:31:45","CA","92102","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000220","San Diego","Emergency Medical Response","2020-01-01 08:31:00","CA","92105","1","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20000219","San Diego","HAZARD","2020-01-01 08:22:18","CA","92117","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000218","San Diego","Emergency Medical Response","2020-01-01 08:21:30","CA","92105","1","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20000217","San Diego","HAZARD","2020-01-01 08:18:30","CA","92108","1","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20000216","San Diego","HAZARD","2020-01-01 08:16:19","CA","92104","1","1","2020"
"Fire","RESCUE","SAN DIEGO","FS20000215","San Diego","RESCUE","2020-01-01 08:13:59","CA","92105","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000214","San Diego","Emergency Medical Response","2020-01-01 08:11:46","CA","92120","1","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20000213","San Diego","Non-Emergency Medical Response","2020-01-01 08:08:24","CA","92104","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000212","San Diego","Emergency Medical Response","2020-01-01 08:01:08","CA","92128","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000210","San Diego","Emergency Medical Response","2020-01-01 08:00:08","CA","92113","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000208","San Diego","Emergency Medical Response","2020-01-01 07:59:54","CA","92114","1","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20000209","San Diego","Non-Emergency Medical Response","2020-01-01 07:59:50","CA","92113","1","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20000207","San Diego","Urgent Medical Response","2020-01-01 07:55:01","CA","92173","1","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20000206","San Diego","Urgent Medical Response","2020-01-01 07:53:32","CA","92107","1","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20000204","San Diego","HAZARD","2020-01-01 07:41:33","CA","92120","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000202","San Diego","Emergency Medical Response","2020-01-01 07:34:21","CA","92117","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000203","San Diego","Emergency Medical Response","2020-01-01 07:33:49","CA","92117","1","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20000201","San Diego","Urgent Medical Response","2020-01-01 07:33:15","CA","92110","1","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20000199","San Diego","Emergency Medical Response","2020-01-01 07:31:20","CA","92114","1","1","2020"
